siteIdx,link,text
1,https://nataalbot.md/2017/09/26/lyon-only-sau-orasul-care-te-invita-sa-l-mananci/,"Vara aceasta, aventura noastră culinară ne-a adus la Lyon, în Franța. Motivul pentru care am ales anume această destinație este unul deloc întâmplător. Lyon este considerat capitala mondială a gastronomiei. Motiv pentru care am studiat la facultate cazul de succes al eforturilor depuse de autorități pentru a spori atractivitatea metropolei pentru turiști. După toate cele aflate la curs am rămas intrigată și dornică să-l vizitez.Tot la Lyon este stabilit părintele gastronomiei franceze moderne, Paul Bocuse, care are acum 91 de ani și este fondatorul unei școli de bucătari reputate, dar și a celui mai important concurs de bucătari din lume – Bocuse d’Or. Unul dintre cele mai fascinante lucruri pe care le remarci din prima, ajungând în orașul Lyon este arhitectura. Chiar de la aeroport te întâmpină edificii moderne și curajoase. Iar atmosfera orașului respiră cu istorie. Am făcut multe poze cu clădiri extraordinare și cu horboțica cochetă de la geamurile acestor minunate edificii, dar acest articol va fi prepondeerent despre experiențe culinare lioneze. Nu pot însă să trec la mâncare fără să vă spun cât de confortabil este orașul Lyon pentru turiști, cat de bine este organizat transportul public și rețeaua de biciclete. Au un imens Oficiu al Turismului …"
1,https://nataalbot.md/2017/10/20/acasa-la-regis-marcon-bucatarul-care-daruieste-amintiri-gustoase/,"Dacă ați ști cât de greu mi s-a dat acest articol. Am lucrat la el vreo 2 săptămâni. Tot scriam și ștergeam, scriam și ștergeam. Și asta pentru că vroiam foarte tare să iasă un articol frumos, prin care să reușesc să transmit întocmai toată frumusețea și magia locului despre care vă voi povesti azi. L-am chinuit, l-am tot chinuit și iată-l. Savurați-l și trimiteți-mi poze, dacă apucați să ajungeți pe acolo. Vara aceasta am avut fericită ocazie să ajungem pe un vârf de munte, în satul Saint Bonet-le-Froid, din regiunea Auvergne a Franței. Am ales această destinație deloc întâmplător, fiind din nou inspirată de un curs de la universitate, despre afaceri turistice care au avut un impact pozitiv asupra întregii comunități. În cadrul cursului, profesoara noastră, Julia Csergo, ne-a povestit cu mult entuziasm istoria unui mare bucătar francez, care a reușit să-și transforme satul natal într-o destinație extraordinară pentru gurmanzi rafinați, căutători de experiențe noi. Am închiriat o mașină la Lyon și, după 2 ore de drum, plutind printre sate, râuri și munți, am ajuns în Saint-Bonet-le-Froid, satul natal al omului-legendă (asta eu mai târziu am aflat, după un Google search) Regis Marcon. Regis își trage rădăcinile dintr-o familie de …"
1,https://nataalbot.md/2017/12/08/barcelona-fructe-de-mare-gaudi-atentie-la-portofel/,"Prevăd cum în curând va începe perioada listelor de dorințe pentru anul care vine. Iar în ele neapărat va fi și un punct legat de călătorii. Dacă Barcelona nu este încă în lista destinațiilor bifate de voi, atunci trebuie neapărat să o includeți. De ce? Hai să vedem! Barcelona este un oraș turistic cum mai puține găsești în Europa. Asta înseamnă o sumedenie de comodități pentru turiști. Începând cu un oficiu turistic, pe care îl poți găsi ușor la aeroport, până la transport public de la aeroport până în oraș, care cu câțiva euro și în scurt timp te va aduce chiar în Plaza de Catalunya, adică inima orașului. Au o rețea publică de biciclete, care mai tot timpul e pustie, probabil fiind foarte solicitată. Și, au o problemă cu hoții de buzunare. Șterpelesc, cât ai zice pește, orice e ușor accesibil, la vedere sau într-un buzunar deschis. O spun nu din auzite, ci din experiența mai multor oameni apropiați. Așa că atenție, atenție și iarăși atenție. Telefoanele mobile, portofelul și actele le țineți doar în buzunarele interioare. Noi am ajuns la Barcelona pe la un început de august. O căldură infernală și un sentiment neplăcut de talcioc sufocant. Foarte …"
1,https://nataalbot.md/2018/07/30/melci-trufe-jeleu-de-vin-cina-in-patru-maini-la-castel-mimi/,"Azi am pentru voi un articol, după care sper să vă pasionez de căutarea experiențelor culinare. De ce? Pentru că, în afară de călătorii prin lume, niciun cadou nu mi se pare suficient de memorabil. Iar când nu poți, nu ai timp, nu ai suficienți bani pentru a călători și a descoperi locuri noi, doar o experiență culinară poate fi o alternativă onorabilă. Ideal este să le poți combina. Dar uite că, rămânând pe aproape de Chișinău, poți trăi emoții de călător gourmand. Faceți cunoștință, Corneliu Tiulenev, somelier de profesie, locuiește la Copenhaga, cu școala făcută la Alma, în Italia. Nu știți ce e Alma? Dați un Google Search și imediat vă veți uita cu alți ochi la acest bărbos simpatic. Corneliu, împreună cu Max Surdu, bucătar-chef la restaurantul Aamans din Copenhaga, au tras o fugă până acasă ca să organizeze la Castel Mimi o serie de expriențe culinare. Este un eveniment susținut de Diaspora Engagement Hub, iar eu am fost printre norocoșii care s-a aflat în sală și vă voi povesti despre cum a fost. Care este diferența dintre o cină simplă și o experiență culinară? În primul rând, bucătarul-chef e cel care alege bucatele pe care le vei …"
1,https://nataalbot.md/2018/10/23/max-surdu-bucatarul-care-te-indragosteste-de-copenhaga/,"Înainte să ajungem în Danemarca, eu știam doar că mâncarea tradițională a danezilor este Smørrebrød (tartina pe pâine de secară), cartofii și carnea de porc (Danemarca este cel mai mare producător de carne de porc din Europa) Ce nu știam eu e că, dacă te duce capul, dintr-o tartină daneză poți face o operă de artă, iar din ingrediente locale nordice poți face magie în bucătărie. Și dacă ești moldovan, ambițios și plin de vise, te pricepi la gătit, într-un cuvânt ești talentat, atunci vei face așa ca, devenind bucătar șef al unui restaurant din Copenhaga, acesta să ajungă foarte popular și chiar să fie recomandat de ghidul Michelin. De Max Surdu am aflat de la un prieten. Apoi am avut ocazia să-l cunosc personal, în cadrul experienței culinare de la sfârșit de iulie – ”Cină în 4 mâini la Castel Mimi” . Așa s-a întâmplat că încă prin februarie a acestui an ne luasem cu Andrei bilete de zbor la Copenhaga, pentru a vizita restaurantul Noma. Dar de unde aveam noi să știm că la Copenhaga ne aștepta mai mult decât Noma? Max Surdu este un simpatic, modest și foarte discret. Asta fiind cumva în contrast cu talentul său. În primul rând, …"
1,https://nataalbot.md/2019/10/25/pastrav-in-frunze-de-artar-si-harbuz-cu-marar-si-miere-la-desert-la-cabane-da-cote/,"Canadienii au o distracție legendară – mersul la cabanele unde se produce siropul de arțar și neapărat umplut burta cu diverse bucate, ce au la bază siropul respectiv. Fasole cu sirop de arțar, supă de mazăre cu sirop de arțar, costițe de porc cu sirop de arțar. De toate și pentru toate gusturile, dar mai ales pentru cele carnivore și iubitoare de mâncare grasă. Printre multitudinea de cabane, este una foarte cunoscută și apreciată – ”Au Pied du Cochon” a bucătarului chef Martin Picard, deschisă prin 2009. Chiar dacă au tocmai 126 de locuri la mese, e scump și destul de greu să găsești aici o rezervare în sezonul siropului (adică în martie, când începe să curgă seva prin arțari). La un moment dat, prin 2018 unul dintre talentații sous chefi ai lui Picard, tânărul Vincent Dion Lavallée (o stea locală în devenire), a decis că vrea un proiect propriu, mai intim, pentru mai puțini oameni, cu altfel de mâncare. Cheful și sous cheful au cumpărat împreună o livadă de mere cu tot cu o plantație de arțari și au deschis acolo La Cabane d’à côté – Cabana de alături, care în scurt timp a devenit și ea foarte populară …"
1,https://nataalbot.md/2019/11/09/muzeul-barnes-foundation-la-care-chimia-dintre-arta-si-noile-tehnologii/,"Cum să integreze cât mai eficient noile tehnologii în consumul artei și să mențină interesul publicului în epoca mobilități fără fir?, este una dintre cele mai mari probleme pe care încearcă să le rezolve managerii de muzee din întreaga lume. Unii creează diverse aplicații, alții folosesc realitatea virtuală sau creează experiențe audio-vizuale pentru a interacționa cu operele de artă. Cel mai important e ca în goana după inovații, să nu aibă de suferit calitatea dialogului cultural, spun specialiștii. Barnes Foundation este primul loc din orașul Philadelphia care mi-a fost recomandat să-l vizitez. Este vorba de o școală-muzeu, care s-a născut din pasiunea pentru artă a lui Albert C. Barnes, un chimist american. Acesta a dezvoltat Argyrol, un antiseptic care l-a făcut foarte bogat. Fiind un mare iubitor de frumos, Barnes a preferat să-și cheltuie averea pe picturi de-ale lui Renoir, Cézanne, Matisse, Picasso și mulți alții. În total colecția sa număra peste 900 de picturi și circa 4000 de obiecte. Barnes își dorea cu ajutorul lor să creeze un spațiu educațional, o școală în care angajații companiei sale să interacționeze cu diverse opere de artă, să citească lucrări ale marilor filosofi și să participe în dezbateri pe diverse teme. Accesul …"
1,https://nataalbot.md/2018/02/15/cine-s-cei-mai-buni-bucatari-din-moldova/,"Hai să vă întreb ceva! Căți bucătari celebri în lume vin din Moldova? De-acord, Moldova e plină de probleme, gastronomia nu e cartea de vizită a țării noastre și, în genere, n-avem noi timp să ne ocupăm de o materie atât de fină. Dar câți bucătari celebri măcar pe local cunoașteți? Celebri, în sensul că lumea îi cunoaște la față, îi știe pe nume, îi recunoaște în stradă, sunt vedete la TV, apar în reviste, lumea rezervează din timp un loc la ei la restaurant, au contracte cu companii locale din sfera agroalimentară, merg la concursuri să ne reprezinte? Vreo doi? Atât? Sunt sigură că fiecare dintre voi poate număra, cel puțin, vreo 10 locuri din Chișinău, unde îi place să meargă pentru mâncare bună. Cine gătește această mâncare, v-ați întrebat vreo dată? Oriunde în lume, cu mici excepții, nu patronul face reputația restaurantului, ci omul care gătește mâncarea. Acela care concepe meniul, dozează ingredientele, își folosește toată experiența, secretele și creativitatea. De ce bucătarii din restaurantele noastre sunt atât de puțin cunoscuți? Cu mici excepții, bineînțeles. Unele nume reușesc să iasă din anonimat, când bucătarul este și patron al localului, cum e în cazul lui Petru Chicu sau, mai …"
1,https://nataalbot.md/2017/11/28/amintiri-din-copilarie/,"Cei de Dr Oetker mi-au propus să testez jeleul lor la pregătirea unui desert. Stăteam cu maică mea de vorbă la telefon și o întrebam ce desert să fac eu din cele ale casi noastre. La care maică mea îmi zice: Da’ știi, nana Galea, are un desert nou cu jeleu. Hai că ți-l fac eu și ți-l arăt. E tare gustos și arată bine. Poate vii și tu mai repede acasă. Și-ți mai fac unul. Lucru bine știut: jeleurile sunt desertul preferat al tuturor copiilor. Se pregătesc ușor și rapid, permit să fii creativ, folosind fructe proaspete sau congelate, frișcă, iaurt etc. La noi în casă, de exemplu, Jeleul se făcea din sucul de la vișinele conservate, pe care mămica le folosea la colțunași sau plăcinte sau din dulceață de coacăză. Și nu știu dacă era pe pământ cineva mai fericit atunci când aflam că mămica gătește jeleu pentru următoarea sărbătoare din casă. De data asta urma să încercăm ceva nou. Un jeleu ”Cuburi colorate” de la nana Galea. Puteți să-l faceți în straturi colorate. Puteți să-l faceți și din cuburi colorate, turnate cu un strat alb. Funcționează în baza la același principiu, dar arată diferit. Se pun pe …"
1,https://nataalbot.md/2018/09/04/dar-noi-moldovenii-cu-ce-ne-laudam/,"Italienii au prosciutto, mozzarela și limoncello, spaniolii au jamon, pimientos de Padrón și tapas, francezii au cașcavaluri, patiserie fină și vinuri, danezii au tartinele cu pâine de secară, iar olandezii au bere, cașcavaluri și hering. Și în cele mai multe cazuri, nimeni nicăieri nu mai poate numi și vinde o brânză drept mozzarella, o băutura tare drept cognac sau un spumant drept șampanie, dacă ele nu provin din regiunile unde sunt original produse. Iar asta pentru că aceste produse se bucură de un statut special, protejat prin lege. Ce avem noi, moldovenii? Dacă e să-l cităm pe președintele Timofti: ”asta nu s-a hotărât, fiindcă nu avem încă, ştiţi, nu ştiu ce nu avem, dar era bine să fie, vă spun sincer.” Da, era bine să fie. Pentru că vrem să ne cunoască lumea și să putem să le povestim străinilor când ne întreabă: ce aveți voi aici bun de văzut, gustat, cumpărat. Experiența pe care am acumulat-o în ultimii ani de lucru cu producătorii locali și studiile pe care le fac la Montreal în marketing și turism gastronomic, îmi dau curaj să fac o încercare de a crea o listă de specialități locale, care provenind dintr-o zonă anume, proaspete sau …"
