siteIdx,link,text
1,https://www.parentingconstient.ro/2023/01/10/spiritualitatea-intre-concept-si-traire/,"Spiritualitatea nu este despre a ști cât mai multe lucruri – chestii deștepte, spirituale . A învăța diferite comportamente și reacții, așa zis spirituale, și a le reproduce mecanic, a le scoate din arsenalul tău atunci când situația o cere. De exemplu în cercul tău spiritual de prieteni, acolo unde te validezi prin părerea celorlalți. Sau în spațiul public, pe Facebook, Instagram etc. Nu este despre a citi cărți de spiritualitate. Oricum nu ți-ar ajunge o viață să le citești pe toate. Puține sunt cărțile bune și sunt bune pentru a sedimenta experiența – dacă ai trăit ceva ce greu poate fi pus în cuvinte – pentru a veni cu perspective asupra inexprimabilului. Trăirea spirituală este însă dincolo de limbaj, dincolo de cuvinte. Foarte puțini autori au reușit de-a lungul timpului să se apropie de adevăr, prin limbaj. Adevărul poate fi evocat, prin metafore – crâmpeie rupte din realitatea imposibil de pus în cuvinte. Spiritualitatea nu este despre bine și rău. Adică despre a da bine și a nu arăta niciodată adevărul gol goluț despre tine. Despre a afișa poleiala și a ascunde bubele, mucegaiul și noroiul. Nu este nici măcar despre a tinde către bine și de a exclude răul din viața noastră. Oricum binele și răul nu sunt decât născociri ale minții speriate de durere și ahtiată după plăcere. Viața nu este nici rea, nici bună. Un om nu este doar rău sau doar bun. El este așa cum este. Spiritualitatea nu este despre a trăi în lumină și a fugi de întuneric. Doar gândirea noastră se teme de ceea ce nu cunoaște, de întuneric, de apele adânci ale inconștientului. Nu există nici oameni care ne pot face rău prin energia lor, fără intenție. Poate ai auzit în diverse contexte că anumiți indivizi ar avea o energie negativă și că e bine să ne ferim de ei. Este propria judecată care ne face mai mult rău, dublată de convingerea că ceva ni se poate întâmpla din cauza lor . Este un soi de închidere la mijloc în fața realității vaste care ne înconjoară. Atât lumina, cât și întunericul, se regăsesc în fiecare ființă umană. Atunci când nu recunoaștem întunericul din noi, nu ne putem bucura plenar de lumină. Spiritualitatea nu este nici despre vindecare. Doar despre vindecare… Vindecarea este o consecință naturală, firească, o revenire la normalitate. Dincolo de bine și rău, de conflicte interioare și războaie, dincolo de concepte și de convingerea că spiritualitatea trebuie să arate într-un fel sau altul, dincolo de orice idee despre lume și oameni, dincolo… este spațiul sursă din care curg toate. Vindecarea este de fapt o vindecare de exces de gândire, o re-echilibrare prin simțire. Spiritualitatea nu ține de religie. Nu este despre îngeri și demoni, arhangheli și sfinți. Spiritualitatea devine religie atunci când oamenii nu mai au acces la trăirea spirituală și o transformă în dogmă. Dogma este spiritualitate deposedată de conexiunea cu adevărul și este o creație exclusiv mentală, o teorie despre dumnezeu și om, o încercare de a descrie cu ajutorul conceptelor ceea ce au trăit în trecut marii mistici. În interiorul religiilor lumii apar însă oameni care au acces la trăirea spirituală, însă majoritatea sunt marginalizați de instituțiile ce reglementează dogma (vezi Man of God , cel mai recent film pe această temă). Spiritualitatea nu este nici terapie. Terapia este încercarea de a repara ceva ce este stricat. Însă tu nu ești stricat și nu ai fost niciodată. Nu ai nevoie să repari nimic, decât să îți reamintești adevărul și să trăiești în conformitate cu acest adevăr. Spiritualitatea este despre percepție. Este capacitatea de a trăi și lua decizii în acord (și) cu ceea ce simți, nu doar cu ceea ce crezi. Este conexiunea profundă cu spiritul, cu întregul. Este esența a ceea ce suntem. Este trăirea plenară a acelui sentiment de a fi , înainte de orice altceva, înainte de orice mișcare în interiorul conștiinței. Este percepția clară a Sinelui și a creației sale – Lumea. Într-un fel totul este spiritual, chiar și ceea ce numim materie. Diferența apare în ochii privitorului. La fel cum grația, frumusețea, splendoarea se nasc în ochii privitorului. Este nevoie doar să-ți lustruiești lentilele, să-ți antrenezi vederea pentru a distinge dincolo de formă. Pentru a străpunge ceața groasă a iluziei și a spulbera aparențele ce te înconjoară. Există o atracție irezistibilă către centrul ființei. Către a fi în contact cu Sinele. Cu ceea ce ești. Această atracție te împinge să te descotorosești de tot ceea ce nu-ți aparține, de fals, de neadevăr. De iluzie. Singura cale către Sine este să arunci la gunoi tot ceea ce nu ești, mai precis toate ideile pe care ți le-ai făcut despre tine. Nu uita, ceea ce crezi despre tine, oricât de spiritual ar fi, nu este adevărul. Este doar o interfață între tine și adevăr. Oricât de elevată ar fi această idee despre natura ta spirituală, oricât de înaltă ar fi perspectiva ta, în ultimă instanță este doar un filtru pe care îl plasezi între tine și ceea ce este real. Singura cale să cunoști sinele este… să fii acesta."
1,https://www.parentingconstient.ro/2023/01/25/este-in-inima-noastra/,"Dumnezeu nu e în cer, nu-i pe pământ; e inima noastră. Am înțeles că un om poate avea totul neavând nimic, și nimic având totul. Asta zicea Mihai Eminescu, un om care a fost în contact cu dimensiunea subtilă a existenței. Cu ceea ce nu se vede. Experiența de conștiință extinsă pe care o numim uneori Dumnezeu este o stare de ființare, o stare care este din ce în ce mai accesibilă nouă tuturor. Este posibilă pentru oricine vrea să iasă din lumea pământului plat, discul pe care se învârte întreaga sa viață, precum o placă care se reia la nesfârșit. Adevărul este însă mult mai larg decât suprafața plană a discului: paradisul este aici. Ne înconjoară, ne inundă retina. Încearcă din răsputeri să intre în viața noastră. Este pretutindeni unde există o ființă capabilă să-l recunoască. Pâmântul sferă ce conține totul, Pământul paradisiac își face simțită prezența atunci când îi dăm atenția cuvenită. Când ne mutăm atenția din plan către sferă, aceasta devine instantaneu accesibilă pentru a fi trăită, experimentată. Inima este poarta. Cu toate acestea, sunt atât de puțini oameni care simt și trăiesc (ca) în paradis. Preferă lupta, conflictul, separarea. Preferă planul cu două dimensiuni, dualitatea cea de toate zilele. Este o alegere ce se întemeiază pe ideea de separare – suntem diferiți, lumea e diferită de ceea ce sunt eu. Identitatea omului este clădită pe separare. Într-un fel ne hrănim din această separare. Ceva din noi se hrănește cu dramă și refuză sistematic liniștea, tăcerea, iubirea… Întregul. Paradisul. Ce este acel ceva? Sau cine? Este chiar planul pe care ne petrecem timpul, adică mintea. Avem mintea cu nenumăratele sale subtilități, dar avem atât de puțin. Eminescu a zis că nu avem nimic. Și totuși inima… inima este poarta către a fi totul. A avea acces la tot ce poate fi trăit. Photo by Susan Wilkinson on Unsplash"
1,https://www.parentingconstient.ro/2023/03/28/transpersonal/,"Înseamnă ceea ce este – și conexiunea pe care o avem cu ceea ce este – dincolo de biografia noastră și dincolo de marginile a ceea ce numesc „eu sunt”. Înseamnă peri-natal . Adică orele, zilele din preajma nașterii noastre și întregul lor peisaj. Înseamnă pre-natal . Adică perioada intrauterină, cea petrecută în pântecul mamei biologice și întregul ei context. Înseamnă perioada concepției noastre, cu tot pământescul și astrologia lui. Înseamnă transgenerațional . Câmpul de experiență al străbunelor și străbunilor noștri și, deopotrivă, al urmașilor noștri. Trecut și viitor. Aa, și nu doar cel traumatic. Sau, spus și altfel, înseamnă copii captivi în povestea de viață a părinților și strămoșilor lor, în credințele lor, în tiparele lor de gândire, emoționale, relaționale și pe care, în mod inconștient, o recreează, o repetă și o transmit mai departe propriilor lor copii. Înseamnă arhetipal , lumea și timpul locuite de arhetipuri. Înseamnă lumea zeilor și a zeițelor. Înseamnă regnul animal, vegetal, mineral. Înseamnă forme de viață pe care noi nu le numim viață, doar pentru că nu arată și nu trăiesc cum scrie în manualul de biologie. Doar pe tru că nu mai avem noi abilitatea de a le percepe. Înseamnă colectiv , conștient și inconștient. Înseamnă timp ce scapă ceasului. Timp organic, cicluri și spirale de timp organic, de lumină și întuneric. Înseamnă „Anii tăi se par ca clipe Clipe lungi se par ca veacuri” (Eminescu) Înseamnă Soare și Lună, găuri negre, stele, planete și galaxii. Înseamnă mama și tatăl biologic, de-a pururi parte din noi. Înseamnă Mama și Tatăl. Înseamnă Masculinul și Femininul. Înseamnă unitate , oneness. Înseamnă sinestezie . Sunet ce are culoare și textură, gust pe care îl poți atinge și mângâia. Înseamnă simultaneitate, totul deodată aici și acum. Înseamnă nevăzutul și realitatea care se desfășoară dincolo de marginile simțurilor și percepției noastre obișnuite. Înseamnă magic , minunăție, inefabil. Paradoxalul pentru rațiune, realitatea perceptibilă pentru inima cuprinzătoare. Înseamnă să trăiesti în mod direct sentimentul apartenenței la propriul corp, propriile emoții, propria poveste de viață. La umanitate și divinitate. La natură, la ciclurile cosmice ale existentei. La Tot și la Viața însăși. Ah, și era să îmi scape. Înseamnă și vise , experiențele pe care le trăim în V I S. Înseamnă un teritoriu de experiență și de joacă urieșesc, colosal. Transpersonal Prin acest transpersonal îți suntem ghizi și ție, de fiecare dată când eu și Bogdan Grigoraș facilităm experiențe de grup sau individuale. Experiența acestor spații o poți trăi și tu, în mod direct, când participi la ceea ce creăm: ParCursul Pântecul Meu, Pântecul Lumii Ateliere de Spiritualitate Practică Workshop-uri de Respirație Holotropică Următorul pe 1 aprilie, în Sibiu Sesiuni individuale de lucru cu sine Retreat-uri Every Day Parenting – program pe care îl oferim, în mod gratuit și în picături zilnice, de aproape 4 ani. Împreună cu noi, călătoria în aceste spații este nu descărnată, nu disociată de trup, nu un trip efemer – în lumi iluzorii sau conceptuale – lipsit de forță transformatoare. Ba o călătorie în dimensiunile interioare al ființei, în corp și în conexiune permanentă cu prezența în corp. Corpul ca baghetă magică, spațiu de experiență, catalizator, conținător și participant activ la fiecare din trăirile noastre. Adică transpersonal ne-rupt de personal, amândouă împreună ca sfere concentrice de experiență, amândouă de egală valoare. Adică singurul mod cunoscut de noi având forța reală de a ne înzestra, odată reveniți din călătorie, cu înțelesuri, revelații și instrumente adevărate prin care ne putem turna și răs-turna viața în rezonanță cu visele și dorințele inimii noastre. Ilustrații: Cameron Gray parablevisions.com"
1,https://www.parentingconstient.ro/2023/06/21/omul-sfinteste-locul/,"Omul care este acordat cu sine își găsește ușor locul în această lume, căci el știe că lumea nu este altceva decât propria sa creație. Nu se luptă să schimbe realitatea în care trăiește, căci îi vede perfecțiunea. Nu are pretenția că face ceva anume, căci vede cum toate se fac de la sine, fără a fi nevoie de al său efort. Vocația sa, relațiile sale, copiii săi… toate acestea sunt expresii a ceea ce este și nu le simte ca fiind „ale lui”. Iar „ a fi părinte” este o frumoasă însoțire a copilului care a fost cândva (și el la rândul său) în marea călătorie de re-aducere aminte. Omul centrat în sine sfințește locul. Încrederea, deschiderea, frumusețea, iubirea sunt atributele sale. El nu încearcă să teoretizeze despre lume și existență, căci lumea, existența curg din sine. Oricât am încerca să descifrăm realitatea nu o putem face. Oricât ne-am strădui să descriem adevărul, efortul este inutil. Cuvintele sunt prea sărace, limitate, insuficiente. Adevărul este magic, iar mintea nu acceptă magia. Adevărul despre “ceea ce suntem” nu poate fi pătruns cu ajutorul gândirii deoarece gândirea este o mică parte din acest adevăr. O fărâmă magică. La fel de magice sunt stările adânci ale ființei. Sau cele înalte. Pe care le putem doar simți. Cele fără de nume. Spre exemplu, atunci când iubești nu ai nevoie să știi de ce. Atunci când te bucuri nu-ți trebuie explicații. Atunci când ești în simțire, nu ai nevoie să teoretizezi despre ceea ce simți deoarece ești în contact direct cu adevărul. Omul sfințește locul! credit foto: UNSPLASH"
1,https://www.parentingconstient.ro/2023/07/11/moartea-subiect-tabu/,"Moartea este un proces absolut necesar pentru ca viața să existe. Ea nu este dușmanul, este prietenul, și nu este undeva, acolo în viitor, este aici, acum. Nu urmează să se întâmple, s-a întâmplat mereu. De când ești aici, a fost mereu cu tine. Cu fiecare expirație, se întâmplă – o mică moarte, o moarte la scară redusă… OSHO Te-ai întrebat vreodată care este natura realității? Ce anume pune lucrurile în mișcare, ce face posibil totul… viață, moarte, iubire, experiență, viață, moarte… Ce este cu adevărat real și ce ține de domeniul închipuirii? Puterea ta de a-ți imagina lucruri este uriașă. Evenimente, situații, senzații, pe care apoi le experimentezi în planul fizic. Ce le răspunzi copiiilor tăi atunci când te întreabă de unde au venit ? Atunci când începem să investigăm natura realității, observăm că există un continuum ce poate fi perceput, simțit, înțeles. Viață, moarte, iubire. Ele nu sunt separate decât de gândirea noastră, care asta face: fragmentează realitatea, o sparge în bucăți în încercarea disperată de a cunoaște adevărul. Însă nu suntem confortabili să cercetăm cu simțirea noastră acest continuum. Moartea este subiect tabu. Ne ferim să vorbim despre moarte. Făcând asta ne limităm experiența vieții. Și tocmai această evitare a întâlnirii cu moartea, din timpul vieții, generează frică. Am putea trăi mai liberi dacă am investiga fenomenul morții. Eliberați de frică. Am putea descătușa adevărul. Am putea cunoaște iubirea autentică. Este o neînțelegere profundă ce ne ține departe de fenomenul morții. Și o eroare să ne ferim copiii de contactul cu muribunzii din viața noastră. Ei, copiii, au capacitatea de a percepe și înțelege tot. Prin reconectarea cu adevărul ființei, descoperim cum moartea, în toate formele sale – moartea psihologică, fizică, ideatică – este reînnoire. Renaștere. Face parte din ceea ce suntem și este la fel de necesară ca aerul. Un copil căruia nu i se vorbește despre moarte, se teme. Își imaginează că dispare o dată cu corpul său, deoarece se consideră corpul. Un adolescent se teme de moarte căci, la fel, se identifică cu al său corp. Un adult se teme și el, poate mai tare. Ai ghicit: se identifică, la rândul său, cu corpul. Până când ne temem? Până când ne amintim că suntem mai mult decât corpul. Moartea este a corpului. Exclusiv. Abia când ne deschidem către abisul din noi începem să gustăm viața din plin. sursa foto: unsplash.com"
1,https://www.parentingconstient.ro/2023/08/15/cum-ne-crestem-copiii/,"Parentingul Conștient este mai mult despre tine, în rolul de părinte. Și dincolo de rolul de părinte. Este mai puțin despre cum să crești un copil și nevoile copilului. Tot ce trebuie să știi despre creșterea copilului apare în mod spontan în conștiință atunci când te așezi cu toată inima și încrederea în rolul de părinte. Adică când te dedici trup și suflet, fără nicio așteptare referitoare la cum ar trebui să fii ca părinte. Conștiența te conectează direct cu sursa. Este cunoaștere intuitivă, directă. De aceea nu ai nevoie să știi fiecare cum și fiecare de ce . Desigur, ai putea să citești o mulțime de cărți despre cum se face , ai putea să participi la zeci de cursuri. O poți face și chiar poți găsi ceva de valoare în toate acestea. Însă nimic din exteriorul tău, nimic din lumea largă, nu te poate conecta cu copilul tău printr-o metodă. Nimic nu te poate face părinte, decât conexiunea deschisă și sinceră cu copilul tău. Iar această conexiune este eminamente intuitivă. Te comporți ca și părinte pentru că așa simți că este firesc să te comporți, nu pentru că ai citit într-o carte. Conștiența este calea către normalitate. Către o viață simplă, dar împlinitoare. O viață ușoară. Iar singurul sacrificiu pe care ai nevoie să-l faci este să renunți… la câteva idei despre cum se cresc copiii, despre modelul de părinte, despre perfecțiune și așa mai departe. Vei ști că ai reușit în meseria de părinte atunci când există curgere în relație cu copilul tău și în toate relațiile tale (da, toate). Când există lejeritate, încredere, bunăvoință… și lipsește efortul. Efortul, greul, conflictul. Conflictul nu vine din relații cu ceilalți, ci din interiorul tău. De aceea, singura cale ca acesta să nu mai iasă la vedere în relațiile tale, este să privești către natura conflictuală a personalității tale. Să pășești pe calea conștienței de sine. Doar astfel poți pătrunde la rădăcina conflictului, în interiorul felului tău personal de a gândi. Noi am creat Parenting Conștient deoarece această dimeniune de părinte are un uriaș potențial de transformare a personalității umane. Căci rolul de părinte este alimentat, direct de la sursă, cu cea mai caldă formă de exprimare a conștiinței: iubirea necondiționată."
1,https://www.parentingconstient.ro/2023/08/31/fortareata/,"Când suntem copii construim ziduri de apărare. Ne protejăm împotriva emoțiilor copleșitoare, pe care nu știm cum să le gestionăm. De multe ori este prea mult, de multe ori este prea dureros. În primii ani de viață avem nevoie de aceste ziduri. Abandon. Respingere. Neadecvare… și multe alte emoții – toate ne îndeamnă să clădim fortăreața în care ne așezăm pentru tot restul vieții. Cumva, ajungem ca în acei primi ani de viață să tragem niște concluzii brute despre lumea care ne înconjoară. Astfel că, adulți fiind, ne trezim într-o fortăreață care… nu mai este necesară. Nu mai este necesară deoarece avem acces la toate uneltele interioare prin care ne putem administra cu succes emoțiile. Totuși, preferăm să rămânem mult timp aici, în spatele zidurilor. Aceasta este realitatea pe care o cunoaștem, zona de confort, spațiul de siguranță pe care l-am creat atunci demult. Acest spațiu de siguranță devine atât de familiar și căutăm să revenim mereu și mereu în fortăreața noastră interioară, unde ne simțim la adăpost. Oamenii pot fi perisuloși, putem suferi. Aceste idei rămân, iar realitatea din viața noastră face tot posibilul să se alinieze cu aceste convingeri. Fortăreața este Ego. Ego încearcă să ne apere în continuare. Chiar dacă multe pericole sunt imaginare. Acesta este mecanismul prin care fortăreața devine închisoare. Închisoare pentru că ne limitează dramatic experiența de viață. Ne limitează libertatea de mișcare, alimentează neîncrederea în oameni și existență, aduce mai multă nefericire decât experiențe luminoase. Creează închidere. Iată cum ceea ce era menit să ne protejeze devine un obstacol în calea bucuriei. În calea bunăstării, a armoniei, a păcii interioare ce are drept sursă încrederea în existență. Când ne dăm seama de acest lucru, ne dorim eliberarea. Vrem să dărâmăm zidurile fortăreței în care ne-am așezat. Dărâmarea zidurilor este procesul prin care ne eliberăm din închisoare. Se mai numește proces de transformare psiho-spirituală sau, pur și simplu, trezire. Trezire la o realitate mai generoasă. Este deschidere către experiențe noi și către orizonturi nelimitate de convingerile copilului. Procesul de trezire poate fi mai lent sau mai rapid. Este însă ireversibil. Nu ne mai putem întoarce în spatele zidurilor groase, decât, poate, pentru scurte perioade de timp. Din obișnuință. Când ne dăm seama din nou că am revenit în zona de confort, reîncepem munca de dărâmare a zidurilor închisorii personale. Munca aceasta este însoțită la început de un efort (de strunire a atenției) deoarece implică observarea acelor convingeri ce stau la temelie. Fundația este clădită din credințe neinvestigate, de idei cimentate. Acestea au nevoie să fie văzute, investigate. Iar când nu le mai bagi în seamă, când începi să nu mai crezi în adevărul pe care îl promovează, fundația începe să se erodeze. Momentul în care zidurile cad, fortăreața se prăbușește este clipa eliberării tale. Respiri aerul proaspăt al libertății interioare. Este un moment ce merită celebrat. Sursa ilustrații unsplash.com"
1,https://www.parentingconstient.ro/coaching/,"Dacă simți să pășești dincolo de Every Day Parenting – program pe care ți-l oferim gratuit – și să te avânți mai în profunzime, ai ajuns exact acolo unde ai nevoie. Eu mă simt bucuros și onorat să te însoțesc în explorarea spațiilor vaste ale Conștienței și ale propriei tale ființe. Experiența personală de lucru terapeutic, coaching și însoțire mi-a revelat faptul că suntem, mereu, atât de aproape de comorile pe care le-am îngropat în adâncul ființei. Și, totuși, trăim cu convingerea că anumite lucruri sunt imposibil de realizat, că nu sunt pentru noi. Că nu merităm să fim iubiți pentru ceea ce suntem, că nu avem și nu știm suficient, că e nevoie să ne străduim din greu pentru a ne crea viața pe care ne-o dorim. Pentru noi, pentru cei pe care îi iubim, pentru copiii noștri. Soluțiile de a ieși din orice situație dificilă sau criză personală sunt la îndemână, însă de cele mai multe ori suntem orbi, nu le putem vedea deoarece ne-am creat deja convingerea că nu există ieșire. Acestea sunt momentele când avem nevoie de Călăuzire, de însoțire în propriul proces de transformare personală. Poate și pentru tine este acum un moment când ai nevoie de un ghid experimentat în a vedea, cu claritate și în profunzime, punctele oarbe și de a te însoți în a identifica cele mai potrivite soluții pentru tine. Sunt Bogdan Grigoraș, Coach, Călăuză, Terapeut Transpersonal. Din 2013 lucrez cu stările extinse ale conștiinței, timp în care am acumulat o bogată experiență de însoțire. Despre mine, mai multe aici . Nu contează dacă ești femeie sau bărbat. Undeva în adâncurile ființei ducem cu noi aceleași temeri, aceleași spaime ne împiedică să pornim la drum în această minunată aventură de a deveni părinte. Înainte de a deveni tată pentru a doua oară devenisem agitat, pretindeam că totul este minunat, că aștept nașterea doar cu bucurie. Mi-am dat seama însă că mă cuprindea o neliniște de fond pe măsură ce se apropia momentul, iar aceasta avea la bază o serie de credințe limitative pe care le consideram adevăruri universale: e greu să crești un copil, apariția unui copil face ca relația de cuplu să se strice în timp, nu voi mai avea timp pentru mine, precum și multe altele. Am conștientizat credințele acestea care erau ca niște frâne, am renunțat să mai cred că lucrurile sunt așa și că nu pot fi altfel. Asta facem toți, fără să ne dăm seama. Ne închidem în niște perspective înguste și trăim așa mulți ani, uneori până la sfârșitul vieții. Și în tot acest timp arătăm cu degetul către ceilalți: din cauza ta sunt nefericit! Ceea ce îți propun în acest tip de însoțire, este să descurcăm împreună ițele situațiilor din viața ta care par restrictive, dificile, greu de gestionat. Te pot ghida și însoți către a obține: Orice blocaj din interiorul relației de cuplu este resimțit de către copii în moduri dureroase. Copiii reacționează la tensiunile care apar între mama și tata, chiar dacă acestea nu sunt verbalizate, manifestându-se sub forme diverse, de la crize de furie inexplicabile, până la dezechilibre de sănătate majore. Când lucrurile decurg lejer în relația de cuplu, relația părinte-copil curge armonios și… nu prea ai multe lucruri de făcut, nici măcar nu ai nevoie să citești cărți sau să te duci la cursuri de Parenting. Dacă însă copilul tău pare că nu-și găsește liniștea, doarme agitat, deseori plânge sau este furios sau manifestă lipsă de bucurie și curiozitate față de viață, primul lucru pe care ai nevoie să-l faci este să te uiți, cu sinceritate, la relația de cuplu. Pentru copii, mama și tata sunt reperele absolute în funcție de care își construiesc paradigma de viață. Felul în care ne percep pe noi, părinții, influențează, pentru întreaga viață, modul în care vor trăi și vor crea relații, cât de deschiși vor fi în fața realității, cât de puternici, cât de încrezători în existență. Este responsabilitatea noastră să facem tot ce ține de noi pentru a curăța relația de cuplu de orice asperitate, pentru a crea un cadru sănătos, în care copiii noștri să se simtă iubiți, ascultați, înțeleși, respectați și încurajați să-și exploreze individualitatea. Acest tip de însoțire este pentru tine dacă simți că ai nevoie să îți transformi relația de cuplu. Se adresează ambilor parteneri, separat sau împreună. Care sunt beneficiile? Acest tip de însoțire ți se adresează, fie că ești sau nu părinte ori viitor părinte. Temele de lucru sunt acelea pe care TU simți că ai nevoie să le abordezi în profunzime, aici nu există teme pre-definite. Indiferent de etapa în care ești acum în viața ta, acest program este pentru tine dacă acum cauți călăuzire în procesul tău de transformare personală. Prin acest program de însoțire îți ofer instrumente puternice prin care tu să reușești să: Completează formularul pentru: A solicita o programare la o ședință de coaching sau consiliere individuală. Durata unei sesiuni de consiliere durează aproximativ 1 oră jumătate. * Dacă ai întrebări pe alte subiecte sau dorești să afli mai multe despre programul gratuit Every Day Parenting , te rugăm să folosești acest formular de contact ."
1,https://www.parentingconstient.ro/2022/10/18/nasterea-onorarea-unui-sfarsit-si-a-unui-nou-inceput/,"Nu doar nașterea unui copil biologic este o trecere. La fel sunt și pierderea sau întreruperea voluntară a unei sarcini. Așezarea în și acceptarea deplină a deciziei de a nu deveni mamă. Granițele pe care le traversăm în devenirea noastră ca mame – de la mamă de bebeluș, la mamă de copil umblător și vorbitor, de copil de vârstă școlară, pre-adolescent, adolescent, copil la vârsta majoratului; de la cea de mamă a unui singur copil, la mamă de doi sau mai mulți copii. Moartea unei persoane apropiate. Mutarea într-un nou acasă – alt oraș sau altă țară /de la oraș la țară și invers. Sfârșitul unei relații de cuplu. Aducerea în manifestare a unui proiect artistic/profesional, o demisie, o renunțare la o direcție profesională și începutul uneia noi. Renunțarea la o credință veche, cum ar fi despre noțiunea de familie și direcționarea conștientă a conținutului acestei noțiuni spre orizonturi noi, care să reflecte înțelesurile, revelațiile, adevărul propriilor noastre trăiri și deveniri. Nu doar nașterea unui copil biologic este o trecere… Photo by Jan Tinneberg on Unsplash"
1,https://www.parentingconstient.ro/2022/10/30/constienta-este-calea-catre-sursa/,"Experiența ne-a învățat să ne ferim de durere și să căutăm plăcerea. Părinții noștri făceau la fel, toți adulții din jurul nostru la fel. Acest mod de a trăi pare natura existenței încarnate. Descoperim însă, pe măsură ce dobândim claritate și armonie interioară, că plăcerea și durerea sunt două fațete ale aceleiași monede. Nu se poate una fără cealaltă… Însăși căutarea plăcerii este dureroasă. *** Conștiența de sine înseamnă cunoașterea directă a adevărului. Răspunde la întrebarea cine sunt eu. Copiii se identifică cu corpul. La început. Apoi se delimitează chiar și de corp, mai ales dacă, undeva prin adolescență sau mai târziu, ajung să-și judece corpul într-un fel sau altul. Iar apoi, în viața „ adultă ” își cimentează idea că ei sunt cineva, o identitate bazată pe câteva idei despre sine, corp și memorie, care nu este altceva decât o selecție subiectivă a evenimentelor trecute. Cu toții trecem prin acest proces, este natural. Iar atunci când identitatea noastră nu ne mai aduce bucurie, ceva din noi ne îndeamnă să pășim pe calea conștienței. Conștiența este drumul înapoi, la sursă. Către ceea ce suntem dincolo de orice identitate. Către adevărata bucurie. Adevărata liniște. Adevărata iubire. *** Copiii sunt preocupați de exterior. Învață despre lume, oameni, relații ducându-și atenția înafară. Este procesul firesc. Pe măsură ce înaintăm în vârstă , nu devenim automat înțelepți. Înțelepciunea se construiește pas cu pas, din experiențe și abia când începem să nu mai dăm vina pe ceilalți pentru eșecurile noastre. Abia când ne percepem drept sursa tuturor experiențelor de viață. Altfel, rămânem tot copii, din punct de vedere psihologic. Chiar și la 80 de ani. Photo by Marek Piwnicki on Unsplash"
